county,precinct,office,district,party,candidate,votes,early_voting,election_day
Medina,1D,"Justice, Supreme Court Place 9",,DEM,Savannah Robinson,121,59,62
Medina,1D,"Judge, Court of Criminal Appeals Place 2",,REP,Ray Wheless,217,134,83
Medina,1D,"Judge, Court of Criminal Appeals Place 2",,REP,Mary Lou Keel,244,152,92
Medina,1D,"Judge, Court of Criminal Appeals Place 2",,REP,Chris Oldner,129,62,67
Medina,1D,"Judge, Court of Criminal Appeals Place 2",,DEM,"Lawerence ""Larry"" Meyers",118,56,62
Medina,1D,"Judge, Court of Criminal Appeals Place 5",,REP,Scott Walker,304,182,122
Medina,1D,"Judge, Court of Criminal Appeals Place 5",,REP,Brent Webster,60,31,29
Medina,1D,"Judge, Court of Criminal Appeals Place 5",,REP,Steve Smith,87,41,46
Medina,1D,"Judge, Court of Criminal Appeals Place 5",,REP,Sid Harle,162,109,53
Medina,1D,"Judge, Court of Criminal Appeals Place 5",,DEM,Betsy Johnson,123,60,63
Medina,1D,"Judge, Court of Criminal Appeals Place 6",,REP,Richard Davis,342,206,136
Medina,1D,"Judge, Court of Criminal Appeals Place 6",,REP,Michael E. Keasler,238,136,102
Medina,1D,"Judge, Court of Criminal Appeals Place 6",,DEM,Robert Burns,119,56,63
Medina,1D,"Member, State Board of Education Dis. 1",,DEM,Georgina Perez,71,35,36
Medina,1D,"Member, State Board of Education Dis. 1",,DEM,Lynn Oliver,47,26,21
Medina,1D,"Member, State Board of Education Dis. 1",,DEM,"Joe Fierro, Jr.",15,6,9
Medina,1D,State Senator,19,REP,Peter P. Flores,562,333,229
Medina,1D,State Senator,19,DEM,Helen Madia,59,36,23
Medina,1D,State Senator,19,DEM,Carlos I. Uresti ,83,36,47
Medina,1D,State Representative,53,REP,Andrew Murr,630,386,244
Medina,1D,State Representative,53,DEM,Stephanie Lochte Ertel,120,59,61
Medina,1D,Justice 4th Court of Appeals District Place 6,,REP,Jason Pulliam,572,341,231
Medina,1D,Justice 4th Court of Appeals District Place 6,,DEM,Irene Rios,123,60,63
Medina,1D,PROPOSITION 1,,REP,FOR,547,337,210
Medina,1D,PROPOSITION 1,,REP,AGAINST,204,119,85
Medina,1D,PROPOSITION 2,,REP,FOR,472,285,187
Medina,1D,PROPOSITION 2,,REP,AGAINST,286,176,110
Medina,1D,PROPOSITION 3,,REP,FOR,635,396,239
Medina,1D,PROPOSITION 3,,REP,AGAINST,117,60,57
Medina,1D,PROPOSITION 4,,REP,FOR,714,437,277
Medina,1D,PROPOSITION 4,,REP,AGAINST,33,18,15
Medina,1D,REFERENDA ITEM 1,,DEM,FOR,117,65,52
Medina,1D,REFERENDA ITEM 1,,DEM,AGAINST,21,6,15
Medina,1D,REFERENDA ITEM 2,,DEM,FOR,120,64,56
Medina,1D,REFERENDA ITEM 2,,DEM,AGAINST,15,6,9
Medina,1D,REFERENDA ITEM 3,,DEM,FOR,120,67,53
Medina,1D,REFERENDA ITEM 3,,DEM,AGAINST,17,4,13
Medina,1D,REFERENDA ITEM 4,,DEM,FOR,126,68,58
Medina,1D,REFERENDA ITEM 4,,DEM,AGAINST,10,1,9
Medina,1D,REFERENDA ITEM 5,,DEM,FOR,97,59,38
Medina,1D,REFERENDA ITEM 5,,DEM,AGAINST,39,10,29
Medina,1D,REFERENDA ITEM 6,,DEM,FOR,122,66,56
Medina,1D,REFERENDA ITEM 6,,DEM,AGAINST,15,5,10
Medina,2A,Registered Voters - Total,,,,1348,,
Medina,2A,President,,REP,Carly Fiorina,0,0,0
Medina,2A,President,,REP,Rick Santorum,0,0,0
Medina,2A,President,,REP,Marco Rubio,54,26,28
Medina,2A,President,,REP,Rand Paul,2,0,2
Medina,2A,President,,REP,Mike Huckabee,0,0,0
Medina,2A,President,,REP,Elizabeth Gray,0,0,0
Medina,2A,President,,REP,Chris Christie,0,0,0
Medina,2A,President,,REP,Jeb Bush,3,2,1
Medina,2A,President,,REP,Ted Cruz,209,99,110
Medina,2A,President,,REP,Lindsey Graham,0,0,0
Medina,2A,President,,REP,Ben Carson,15,10,5
Medina,2A,President,,REP,Donald J. Trump,87,36,51
Medina,2A,President,,REP,John R. Kasich,13,1,12
Medina,2A,President,,REP,Uncommitted,2,1,1
Medina,2A,President,,DEM,Willie L. Wilson,0,0,0
Medina,2A,President,,DEM,Star Locke,1,1,0
Medina,2A,President,,DEM,Hillary Clinton,52,20,32
Medina,2A,President,,DEM,Keith Judd,0,0,0
Medina,2A,President,,DEM,"Roque ""Rocky"" De La Fuente",0,0,0
Medina,2A,President,,DEM,Martin J. O'Malley,0,0,0
Medina,2A,President,,DEM,Calvis L. Hawes,0,0,0
Medina,2A,President,,DEM,Bernie Sanders,22,8,14
Medina,2A,U.S. House,23,REP,"William ""Hart"" Peterson",44,18,26
Medina,2A,U.S. House,23,REP,Will Hurd,321,153,168
Medina,2A,U.S. House,23,DEM,Lee Keenen,12,3,9
Medina,2A,U.S. House,23,DEM,Pete P. Gallego,57,24,33
Medina,2A,Railroad Commissioner,,REP,Gary Gates,91,51,40
Medina,2A,Railroad Commissioner,,REP,John Greytok,9,5,4
Medina,2A,Railroad Commissioner,,REP,Weston Martinez,27,4,23
Medina,2A,Railroad Commissioner,,REP,Ron Hale,54,21,33
Medina,2A,Railroad Commissioner,,REP,Lance N. Christian,29,14,15
Medina,2A,Railroad Commissioner,,REP,Doug Jeffrey,16,8,8
Medina,2A,Railroad Commissioner,,REP,Wayne Christian,76,43,33
Medina,2A,Railroad Commissioner,,DEM,Lon Burnam,9,3,6
Medina,2A,Railroad Commissioner,,DEM,Grady Yarbrough,34,16,18
Medina,2A,Railroad Commissioner,,DEM,Cody Garrett,17,3,14
Medina,2A,"Justice, Supreme Court Place 3",,REP,Debra Lehmann,185,93,92
Medina,2A,"Justice, Supreme Court Place 3",,REP,Micahel Massengale,128,58,70
Medina,2A,"Justice, Supreme Court Place 3",,DEM,Mike Westergren,56,19,37
Medina,2A,"Justice, Supreme Court Place 5",,REP,Rick Green,165,71,94
Medina,2A,"Justice, Supreme Court Place 5",,REP,Paul Green,148,83,65
Medina,2A,"Justice, Supreme Court Place 5",,DEM,Dori Contreras Garza,56,20,36
Medina,2A,"Justice, Supreme Court Place 9",,REP,Joe Pool,145,63,82
Medina,2A,"Justice, Supreme Court Place 9",,REP,Eva Guzman,169,87,82
Medina,2A,"Justice, Supreme Court Place 9",,DEM,Savannah Robinson,58,21,37
Medina,2A,"Judge, Court of Criminal Appeals Place 2",,REP,Ray Wheless,107,51,56
Medina,2A,"Judge, Court of Criminal Appeals Place 2",,REP,Mary Lou Keel,119,61,58
Medina,2A,"Judge, Court of Criminal Appeals Place 2",,REP,Chris Oldner,67,29,38
Medina,2A,"Judge, Court of Criminal Appeals Place 2",,DEM,"Lawerence ""Larry"" Meyers",56,18,38
Medina,2A,"Judge, Court of Criminal Appeals Place 5",,REP,Scott Walker,140,61,79
Medina,2A,"Judge, Court of Criminal Appeals Place 5",,REP,Brent Webster,33,17,16
Medina,2A,"Judge, Court of Criminal Appeals Place 5",,REP,Steve Smith,56,21,35
Medina,2A,"Judge, Court of Criminal Appeals Place 5",,REP,Sid Harle,77,48,29
Medina,2A,"Judge, Court of Criminal Appeals Place 5",,DEM,Betsy Johnson,59,21,38
Medina,2A,"Judge, Court of Criminal Appeals Place 6",,REP,Richard Davis,143,63,80
Medina,2A,"Judge, Court of Criminal Appeals Place 6",,REP,Michael E. Keasler,148,77,71
Medina,2A,"Judge, Court of Criminal Appeals Place 6",,DEM,Robert Burns,57,19,38
Medina,2A,"Member, State Board of Education Dis. 1",,DEM,Georgina Perez,41,18,23
Medina,2A,"Member, State Board of Education Dis. 1",,DEM,Lynn Oliver,14,5,9
Medina,2A,"Member, State Board of Education Dis. 1",,DEM,"Joe Fierro, Jr.",12,3,9
Medina,2A,State Senator,19,REP,Peter P. Flores,277,134,143
Medina,2A,State Senator,19,DEM,Helen Madia,30,12,18
Medina,2A,State Senator,19,DEM,Carlos I. Uresti ,39,15,24
Medina,2A,State Representative,53,REP,Andrew Murr,295,141,154
Medina,2A,State Representative,53,DEM,Stephanie Lochte Ertel,61,23,38
Medina,2A,Justice 4th Court of Appeals District Place 6,,REP,Jason Pulliam,280,135,145
Medina,2A,Justice 4th Court of Appeals District Place 6,,DEM,Irene Rios,61,23,38
Medina,2A,PROPOSITION 1,,REP,FOR,271,125,146
Medina,2A,PROPOSITION 1,,REP,AGAINST,96,41,55
Medina,2A,PROPOSITION 2,,REP,FOR,261,117,144
Medina,2A,PROPOSITION 2,,REP,AGAINST,100,47,53
Medina,2A,PROPOSITION 3,,REP,FOR,297,132,165
Medina,2A,PROPOSITION 3,,REP,AGAINST,64,32,32
Medina,2A,PROPOSITION 4,,REP,FOR,355,162,193
Medina,2A,PROPOSITION 4,,REP,AGAINST,8,4,4
Medina,2A,REFERENDA ITEM 1,,DEM,FOR,70,25,45
Medina,2A,REFERENDA ITEM 1,,DEM,AGAINST,4,3,1
Medina,2A,REFERENDA ITEM 2,,DEM,FOR,69,27,42
Medina,2A,REFERENDA ITEM 2,,DEM,AGAINST,3,1,2
Medina,2A,REFERENDA ITEM 3,,DEM,FOR,70,28,42
Medina,2A,REFERENDA ITEM 3,,DEM,AGAINST,3,0,3
Medina,2A,REFERENDA ITEM 4,,DEM,FOR,60,24,36
Medina,2A,REFERENDA ITEM 4,,DEM,AGAINST,9,2,7
Medina,2A,REFERENDA ITEM 5,,DEM,FOR,49,21,28
Medina,2A,REFERENDA ITEM 5,,DEM,AGAINST,24,6,18
Medina,2A,REFERENDA ITEM 6,,DEM,FOR,69,26,43
Medina,2A,REFERENDA ITEM 6,,DEM,AGAINST,6,3,3
Medina,2B,Registered Voters - Total,,,,2765,,
Medina,2B,President,,REP,Carly Fiorina,2,1,1
Medina,2B,President,,REP,Rick Santorum,3,1,2
Medina,2B,President,,REP,Marco Rubio,144,89,55
Medina,2B,President,,REP,Rand Paul,3,1,2
Medina,2B,President,,REP,Mike Huckabee,1,1,0
Medina,2B,President,,REP,Elizabeth Gray,0,0,0
Medina,2B,President,,REP,Chris Christie,1,1,0
Medina,2B,President,,REP,Jeb Bush,9,9,0
Medina,2B,President,,REP,Ted Cruz,403,207,196
Medina,2B,President,,REP,Lindsey Graham,0,0,0
Medina,2B,President,,REP,Ben Carson,39,18,21
Medina,2B,President,,REP,Donald J. Trump,270,155,115
Medina,2B,President,,REP,John R. Kasich,27,16,11
Medina,2B,President,,REP,Uncommitted,13,11,2
Medina,2B,President,,DEM,Willie L. Wilson,1,0,1
Medina,2B,President,,DEM,Star Locke,0,0,0
Medina,2B,President,,DEM,Hillary Clinton,94,45,49
Medina,2B,President,,DEM,Keith Judd,0,0,0
Medina,2B,President,,DEM,"Roque ""Rocky"" De La Fuente",1,1,0
Medina,2B,President,,DEM,Martin J. O'Malley,0,0,0
Medina,2B,President,,DEM,Calvis L. Hawes,0,0,0
Medina,2B,President,,DEM,Bernie Sanders,45,15,30
Medina,2B,U.S. House,23,REP,"William ""Hart"" Peterson",106,52,54
Medina,2B,U.S. House,23,REP,Will Hurd,737,429,308
Medina,2B,U.S. House,23,DEM,Lee Keenen,17,6,11
Medina,2B,U.S. House,23,DEM,Pete P. Gallego,112,53,59
Medina,2B,Railroad Commissioner,,REP,Gary Gates,226,138,88
Medina,2B,Railroad Commissioner,,REP,John Greytok,15,9,6
Medina,2B,Railroad Commissioner,,REP,Weston Martinez,60,33,27
Medina,2B,Railroad Commissioner,,REP,Ron Hale,81,40,41
Medina,2B,Railroad Commissioner,,REP,Lance N. Christian,60,31,29
Medina,2B,Railroad Commissioner,,REP,Doug Jeffrey,51,26,25
Medina,2B,Railroad Commissioner,,REP,Wayne Christian,216,132,84
Medina,2B,Railroad Commissioner,,DEM,Lon Burnam,22,9,13
Medina,2B,Railroad Commissioner,,DEM,Grady Yarbrough,48,23,25
Medina,2B,Railroad Commissioner,,DEM,Cody Garrett,40,17,23
Medina,2B,"Justice, Supreme Court Place 3",,REP,Debra Lehmann,461,283,178
Medina,2B,"Justice, Supreme Court Place 3",,REP,Micahel Massengale,264,132,132
Medina,2B,"Justice, Supreme Court Place 3",,DEM,Mike Westergren,103,50,53
Medina,2B,"Justice, Supreme Court Place 5",,REP,Rick Green,376,205,171
Medina,2B,"Justice, Supreme Court Place 5",,REP,Paul Green,332,199,133
Medina,2B,"Justice, Supreme Court Place 5",,DEM,Dori Contreras Garza,116,57,59
Medina,2B,"Justice, Supreme Court Place 9",,REP,Joe Pool,387,217,170
Medina,2B,"Justice, Supreme Court Place 9",,REP,Eva Guzman,332,191,141
Medina,2B,"Justice, Supreme Court Place 9",,DEM,Savannah Robinson,113,55,58
Medina,2B,"Judge, Court of Criminal Appeals Place 2",,REP,Ray Wheless,187,108,79
Medina,2B,"Judge, Court of Criminal Appeals Place 2",,REP,Mary Lou Keel,302,179,123
Medina,2B,"Judge, Court of Criminal Appeals Place 2",,REP,Chris Oldner,160,88,72
Medina,2B,"Judge, Court of Criminal Appeals Place 2",,DEM,"Lawerence ""Larry"" Meyers",111,54,57
Medina,2B,"Judge, Court of Criminal Appeals Place 5",,REP,Scott Walker,298,158,140
Medina,2B,"Judge, Court of Criminal Appeals Place 5",,REP,Brent Webster,81,47,34
Medina,2B,"Judge, Court of Criminal Appeals Place 5",,REP,Steve Smith,122,65,57
Medina,2B,"Judge, Court of Criminal Appeals Place 5",,REP,Sid Harle,193,124,69
Medina,2B,"Judge, Court of Criminal Appeals Place 5",,DEM,Betsy Johnson,111,53,58
Medina,2B,"Judge, Court of Criminal Appeals Place 6",,REP,Richard Davis,369,216,153
Medina,2B,"Judge, Court of Criminal Appeals Place 6",,REP,Michael E. Keasler,279,156,123
Medina,2B,"Judge, Court of Criminal Appeals Place 6",,DEM,Robert Burns,110,54,56
Medina,2B,"Member, State Board of Education Dis. 1",,DEM,Georgina Perez,74,36,38
Medina,2B,"Member, State Board of Education Dis. 1",,DEM,Lynn Oliver,22,10,12
Medina,2B,"Member, State Board of Education Dis. 1",,DEM,"Joe Fierro, Jr.",14,5,9
Medina,2B,State Senator,19,REP,Peter P. Flores,632,362,270
Medina,2B,State Senator,19,DEM,Helen Madia,59,26,33
Medina,2B,State Senator,19,DEM,Carlos I. Uresti ,68,32,36
Medina,2B,State Representative,53,REP,Andrew Murr,681,389,292
Medina,2B,State Representative,53,DEM,Stephanie Lochte Ertel,109,51,58
Medina,2B,Justice 4th Court of Appeals District Place 6,,REP,Jason Pulliam,639,362,277
Medina,2B,Justice 4th Court of Appeals District Place 6,,DEM,Irene Rios,113,55,58
Medina,2B,PROPOSITION 1,,REP,FOR,616,350,266
Medina,2B,PROPOSITION 1,,REP,AGAINST,232,128,104
Medina,2B,PROPOSITION 2,,REP,FOR,542,305,237
Medina,2B,PROPOSITION 2,,REP,AGAINST,315,179,136
Medina,2B,PROPOSITION 3,,REP,FOR,706,410,296
Medina,2B,PROPOSITION 3,,REP,AGAINST,134,65,69
Medina,2B,PROPOSITION 4,,REP,FOR,812,455,357
Medina,2B,PROPOSITION 4,,REP,AGAINST,40,22,18
Medina,2B,REFERENDA ITEM 1,,DEM,FOR,123,59,64
Medina,2B,REFERENDA ITEM 1,,DEM,AGAINST,10,1,9
Medina,2B,REFERENDA ITEM 2,,DEM,FOR,125,57,68
Medina,2B,REFERENDA ITEM 2,,DEM,AGAINST,8,1,7
Medina,2B,REFERENDA ITEM 3,,DEM,FOR,122,56,66
Medina,2B,REFERENDA ITEM 3,,DEM,AGAINST,13,3,10
Medina,2B,REFERENDA ITEM 4,,DEM,FOR,118,55,63
Medina,2B,REFERENDA ITEM 4,,DEM,AGAINST,8,0,8
Medina,2B,REFERENDA ITEM 5,,DEM,FOR,106,52,54
Medina,2B,REFERENDA ITEM 5,,DEM,AGAINST,32,8,24
Medina,2B,REFERENDA ITEM 6,,DEM,FOR,117,54,63
Medina,2B,REFERENDA ITEM 6,,DEM,AGAINST,19,6,13
Medina,2C,Registered Voters - Total,,,,3534,,
Medina,2C,President,,REP,Carly Fiorina,0,0,0
Medina,2C,President,,REP,Rick Santorum,0,0,0
Medina,2C,President,,REP,Marco Rubio,128,69,59
Medina,2C,President,,REP,Rand Paul,4,4,0
Medina,2C,President,,REP,Mike Huckabee,0,0,0
Medina,2C,President,,REP,Elizabeth Gray,0,0,0
Medina,2C,President,,REP,Chris Christie,0,0,0
Medina,2C,President,,REP,Jeb Bush,10,9,1
Medina,2C,President,,REP,Ted Cruz,435,227,208
Medina,2C,President,,REP,Lindsey Graham,0,0,0
Medina,2C,President,,REP,Ben Carson,50,13,37
Medina,2C,President,,REP,Donald J. Trump,266,160,106
Medina,2C,President,,REP,John R. Kasich,10,5,5
Medina,2C,President,,REP,Uncommitted,9,7,2
Medina,2C,President,,DEM,Willie L. Wilson,0,0,0
Medina,2C,President,,DEM,Star Locke,0,0,0
Medina,2C,President,,DEM,Hillary Clinton,114,59,55
Medina,2C,President,,DEM,Keith Judd,0,0,0
Medina,2C,President,,DEM,"Roque ""Rocky"" De La Fuente",0,0,0
Medina,2C,President,,DEM,Martin J. O'Malley,1,0,1
Medina,2C,President,,DEM,Calvis L. Hawes,0,0,0
Medina,2C,President,,DEM,Bernie Sanders,52,19,33
Medina,2C,U.S. House,23,REP,"William ""Hart"" Peterson",144,71,73
Medina,2C,U.S. House,23,REP,Will Hurd,720,407,313
Medina,2C,U.S. House,23,DEM,Lee Keenen,25,9,16
Medina,2C,U.S. House,23,DEM,Pete P. Gallego,128,65,63
Medina,2C,Railroad Commissioner,,REP,Gary Gates,207,126,81
Medina,2C,Railroad Commissioner,,REP,John Greytok,21,10,11
Medina,2C,Railroad Commissioner,,REP,Weston Martinez,88,40,48
Medina,2C,Railroad Commissioner,,REP,Ron Hale,82,40,42
Medina,2C,Railroad Commissioner,,REP,Lance N. Christian,64,34,30
Medina,2C,Railroad Commissioner,,REP,Doug Jeffrey,64,28,36
Medina,2C,Railroad Commissioner,,REP,Wayne Christian,231,137,94
Medina,2C,Railroad Commissioner,,DEM,Lon Burnam,28,16,12
Medina,2C,Railroad Commissioner,,DEM,Grady Yarbrough,69,36,33
Medina,2C,Railroad Commissioner,,DEM,Cody Garrett,48,17,31
Medina,2C,"Justice, Supreme Court Place 3",,REP,Debra Lehmann,486,285,201
Medina,2C,"Justice, Supreme Court Place 3",,REP,Micahel Massengale,272,133,139
Medina,2C,"Justice, Supreme Court Place 3",,DEM,Mike Westergren,132,68,64
Medina,2C,"Justice, Supreme Court Place 5",,REP,Rick Green,410,222,188
Medina,2C,"Justice, Supreme Court Place 5",,REP,Paul Green,357,194,163
Medina,2C,"Justice, Supreme Court Place 5",,DEM,Dori Contreras Garza,136,70,66
Medina,2C,"Justice, Supreme Court Place 9",,REP,Joe Pool,367,206,161
Medina,2C,"Justice, Supreme Court Place 9",,REP,Eva Guzman,399,212,187
Medina,2C,"Justice, Supreme Court Place 9",,DEM,Savannah Robinson,131,67,64
Medina,2C,"Judge, Court of Criminal Appeals Place 2",,REP,Ray Wheless,237,127,110
Medina,2C,"Judge, Court of Criminal Appeals Place 2",,REP,Mary Lou Keel,325,183,142
Medina,2C,"Judge, Court of Criminal Appeals Place 2",,REP,Chris Oldner,166,91,75
Medina,2C,"Judge, Court of Criminal Appeals Place 2",,DEM,"Lawerence ""Larry"" Meyers",132,68,64
Medina,2C,"Judge, Court of Criminal Appeals Place 5",,REP,Scott Walker,312,167,145
Medina,2C,"Judge, Court of Criminal Appeals Place 5",,REP,Brent Webster,82,42,40
Medina,2C,"Judge, Court of Criminal Appeals Place 5",,REP,Steve Smith,119,55,64
Medina,2C,"Judge, Court of Criminal Appeals Place 5",,REP,Sid Harle,235,148,87
Medina,2C,"Judge, Court of Criminal Appeals Place 5",,DEM,Betsy Johnson,134,69,65
Medina,2C,"Judge, Court of Criminal Appeals Place 6",,REP,Richard Davis,378,196,182
Medina,2C,"Judge, Court of Criminal Appeals Place 6",,REP,Michael E. Keasler,340,199,141
Medina,2C,"Judge, Court of Criminal Appeals Place 6",,DEM,Robert Burns,133,69,64
Medina,2C,"Member, State Board of Education Dis. 1",,DEM,Georgina Perez,67,35,32
Medina,2C,"Member, State Board of Education Dis. 1",,DEM,Lynn Oliver,42,23,19
Medina,2C,"Member, State Board of Education Dis. 1",,DEM,"Joe Fierro, Jr.",30,11,19
Medina,2C,State Senator,19,REP,Peter P. Flores,701,391,310
Medina,2C,State Senator,19,DEM,Helen Madia,60,26,34
Medina,2C,State Senator,19,DEM,Carlos I. Uresti ,92,49,43
Medina,2C,State Representative,53,REP,Andrew Murr,721,407,314
Medina,2C,State Representative,53,DEM,Stephanie Lochte Ertel,135,70,65
Medina,2C,Justice 4th Court of Appeals District Place 6,,REP,Jason Pulliam,689,380,309
Medina,2C,Justice 4th Court of Appeals District Place 6,,DEM,Irene Rios,138,69,69
Medina,2C,PROPOSITION 1,,REP,FOR,624,327,297
Medina,2C,PROPOSITION 1,,REP,AGAINST,243,144,99
Medina,2C,PROPOSITION 2,,REP,FOR,544,292,252
Medina,2C,PROPOSITION 2,,REP,AGAINST,327,186,141
Medina,2C,PROPOSITION 3,,REP,FOR,724,398,326
Medina,2C,PROPOSITION 3,,REP,AGAINST,139,74,65
Medina,2C,PROPOSITION 4,,REP,FOR,845,463,382
Medina,2C,PROPOSITION 4,,REP,AGAINST,24,14,10
Medina,2C,REFERENDA ITEM 1,,DEM,FOR,147,72,75
Medina,2C,REFERENDA ITEM 1,,DEM,AGAINST,14,6,8
Medina,2C,REFERENDA ITEM 2,,DEM,FOR,145,70,75
Medina,2C,REFERENDA ITEM 2,,DEM,AGAINST,14,8,6
Medina,2C,REFERENDA ITEM 3,,DEM,FOR,148,73,75
Medina,2C,REFERENDA ITEM 3,,DEM,AGAINST,12,5,7
Medina,2C,REFERENDA ITEM 4,,DEM,FOR,142,68,74
